%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 200 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Timestamp, Timestamp (Formatted)
90.0, -191.13507080078125, -230.2731170654297, -175.2143096923828, 182.5445098876953, 0.0, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.602455853403221E9, 2020-10-11 17:37:33.403
90.0, -169.0098114013672, -198.98886108398438, -150.7142333984375, 310.80999755859375, 0.0, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.602455853403221E9, 2020-10-11 17:37:33.403
0.0, -0.6021239161491394, 96.22575378417969, -1036.2047119140625, -503.564453125, 0.0, 0.0, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6024558534236095E9, 2020-10-11 17:37:33.423
1.0, -145.19039916992188, -79.70661926269531, -1166.1475830078125, -580.0659790039062, 0.0, 0.03200000151991844, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.602455853436955E9, 2020-10-11 17:37:33.436
1.0, -151.26025390625, -96.27437591552734, -1178.2386474609375, -769.0094604492188, 0.0, 0.03200000151991844, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.602455853436955E9, 2020-10-11 17:37:33.436
2.0, -20.18798065185547, 69.53408813476562, -1055.5960693359375, -542.4780883789062, -0.01600000075995922, 0.03200000151991844, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6024558534533274E9, 2020-10-11 17:37:33.453
2.0, -92.2259292602539, -9.198284149169922, -1118.6844482421875, -710.8165893554688, -0.01600000075995922, 0.03200000151991844, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6024558534533274E9, 2020-10-11 17:37:33.453
3.0, -178.138916015625, -120.80812072753906, -1192.85791015625, -637.1106567382812, -0.01600000075995922, 0.03200000151991844, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6024558534541318E9, 2020-10-11 17:37:33.454
3.0, -49.40781784057617, 30.66530990600586, -1075.1932373046875, -475.4029846191406, -0.01600000075995922, 0.03200000151991844, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6024558534541318E9, 2020-10-11 17:37:33.454
4.0, -17.6411075592041, 71.31802368164062, -1052.2489013671875, -375.9665222167969, -0.01600000075995922, 0.03200000151991844, 1.0240000486373901, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6024558534668725E9, 2020-10-11 17:37:33.466
